,category,strain,url
13313,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_f97a.jpg
13314,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_ec6f.jpg
13315,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_c9f0.jpg
13316,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_7367.jpg
13317,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/romulan_100x100_ubj3znmo.5hr.jpg
13318,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_vmwh2za1.wg5.jpg
13319,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_16d8.jpg
13320,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_pksj23uy.5sy.jpg
13321,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_mmcljlzh.xae.jpg
13322,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_0e33.jpg
13323,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_49e3.jpg
13324,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_518f.jpg
13325,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_6dbc.jpg
13326,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_zlljn12l.xz4.jpg
13327,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_1eb4.jpg
13328,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_db37.jpg
13329,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_6897.jpg
13330,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_1bc7.jpg
13331,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_7c84.jpg
13332,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_113e.jpg
13333,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_1ca8.jpg
13334,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_6802.jpg
13335,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_9e53.jpg
13336,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_6292.jpg
13337,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_a878.jpg
13338,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_e4c9.jpg
13339,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_f41b.jpg
13340,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_9d67.jpg
13341,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_fd3e.jpg
13342,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_bdbd.jpg
13343,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_rya5yyok.etd.jpg
13344,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_3e42.jpg
13345,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_09c1.jpg
13346,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_7b22.jpg
13347,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_cee0.jpg
13348,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_4670.jpg
13349,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_e1aa.jpg
13350,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_c43f.jpg
13351,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_7601.jpg
13352,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_b4kk0tdu.ior.jpg
13353,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_ji3zvvvj.25w.jpg
13354,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_q0zlgkvg.roz.jpg
13355,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_ka5ckrvm.eqa.jpg
13356,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_w4kever1.v33.jpg
13357,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_d681.jpg
13358,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_86d7.jpg
13359,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_292d.jpg
13360,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_e647.jpg
13361,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_mmt1a55d.qbn.jpg
13362,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_ggdsoyel.jyo.jpg
13363,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_463c.jpg
13364,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_cb4e.jpg
13365,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_c6d8.jpg
13366,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_0be4.jpg
13367,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_2a9e.jpg
13368,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_a202.jpg
13369,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_cae1.jpg
13370,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_ca72.jpg
13371,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_26cd.jpg
13372,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_ce3e.jpg
13373,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_e5c1.jpg
13374,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_6ee3.jpg
13375,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_7b1e.jpg
13376,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_00fc.jpg
13377,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_28dc.jpg
13378,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_rtc5k3tn.d2h.jpg
13379,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_iuuzvdky.grf.jpg
13380,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_b0a1.jpg
13381,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_783d.jpg
13382,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_d16d.jpg
13383,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_hewhfldy.k3a.jpg
13384,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_6ca7.jpg
13385,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/blueberry-kush_100x100_lrochsd0.0ca.jpg
13386,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_cfb5.jpg
13387,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_08e8.jpg
13388,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_mykw14oc.xds.jpg
13389,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_4pi43zie.1so.jpg
13390,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_idubojk1.f5d.jpg
13391,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_4cfc.jpg
13392,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_8a95.jpg
13393,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_cf16.jpg
13394,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_cdf6.jpg
13395,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_f71f.jpg
13396,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_c0e6.jpg
13397,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_6583.jpg
13398,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_275f.jpg
13399,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_25ef.jpg
13400,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_8388.jpg
13401,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_14b0.jpg
13402,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_826c.jpg
13403,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_bd3b.jpg
13404,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_8e8e.jpg
13405,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_bd0a.jpg
13406,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_2ca5.jpg
13407,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_a7a0.jpg
13408,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_c2d8.jpg
13409,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_8f81.jpg
13410,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_2f30.jpg
13411,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_dece.jpg
13412,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_cb82.jpg
13413,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_7d97.jpg
13414,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_cv51o4za.nhu.jpg
13415,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_qxej0srk.wxz.jpg
13416,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_4aa4t05g.txw.jpg
13417,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_bc12.jpg
13418,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_ypdtkdfj.f5o.jpg
13419,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_y1wlo3oo.ism.jpg
13420,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_jjoasyac.teo.jpg
13421,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_2f80.jpg
13422,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_3281.jpg
13423,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_c760.jpg
13424,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_7a80.jpg
13425,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_ccab.jpg
13426,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_6960.jpg
13427,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_a06f.jpg
13428,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_5237.jpg
13429,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_bdd1.jpg
13430,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_a6f5.jpg
13431,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_ef77.jpg
13432,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_3547.jpg
13433,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_7654.jpg
13434,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_07ec.jpg
13435,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_0750.jpg
13436,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_2afa.jpg
13437,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_10bf.jpg
13438,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_5aba.jpg
13439,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_f33a.jpg
13440,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_66f0.jpg
13441,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_76e3.jpg
13442,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_a43c.jpg
13443,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_zyq2ptqu.p2u.jpg
13444,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_vgh3b5nr.5r0.jpg
13445,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_2aa3.jpg
13446,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_vy0exlcl.5ie.jpg
13447,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_e9de.jpg
13448,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_bb6c.jpg
13449,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_4bf6.jpg
13450,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_chi3qr0z.eti.jpg
13451,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_lpte1flm.gkr.jpg
13452,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_d792.jpg
13453,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_b7fa.jpg
13454,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_4e9f.jpg
13455,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_7cc6.jpg
13456,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_9923.jpg
13457,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_tapbyadz.ptg.jpg
13458,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_508e.jpg
13459,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/orange-kush_100x100_f17a.jpg
13460,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_0dbd.jpg
13461,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_eaxl5xwh.dfp.jpg
13462,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_5uamxg3y.2p1.jpg
13463,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_5997.jpg
13464,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_gf4feltt.mvl.jpg
13465,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_k5qcx1qk.r30.jpg
13466,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_msnc2an2.yaj.jpg
13467,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_d4ee.jpg
13468,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_1dhsfdkn.54h.jpg
13469,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_4b51.jpg
13470,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_ef8d.jpg
13471,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_9ffc.jpg
13472,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_9831.jpg
13473,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_r4k324te.pkx.jpg
13474,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_qnfblfxu.hry.jpg
13475,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_zshiur3t.2kz.jpg
13476,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_tinqamt1.uxa.jpg
13477,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_t0f44bie.ofe.jpg
13478,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Romulan_100x100_ieu13lc0.lfn.jpg
13479,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/Blueberry-Kush_100x100_u00d2wwo.llk.jpg
13480,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_c292.jpg
13481,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_c30d.jpg
13482,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_bd71.jpg
13483,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_8a8c.jpg
13484,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_479b.jpg
13485,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_726a.jpg
13486,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_9a04.jpg
13487,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_c692.jpg
13488,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_3b4c.jpg
13489,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_7a8f.jpg
13490,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_fbf6.jpg
13491,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_6642.jpg
13492,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_0f62.jpg
13493,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_772b.jpg
13494,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_c178.jpg
13495,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_d848.jpg
13496,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/granddaddy-purple_100x100_a638.jpg
13497,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_2a34.jpg
13498,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_cf74.jpg
13499,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_204f.jpg
13500,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_bfd6.jpg
13501,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_475c.jpg
13502,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_cb86.jpg
13503,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_21be.jpg
13504,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_68ee.jpg
13505,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_56fb.jpg
13506,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_0cb7.jpg
13507,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_bf25.jpg
13508,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_bd3a.jpg
13509,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_08b3.jpg
13510,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_5407.jpg
13511,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_8a8a.jpg
13512,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_2939.jpg
13513,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_face.jpg
13514,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_d7f1.jpg
13515,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_47fa.jpg
13516,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_5247.jpg
13517,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_267a.jpg
13518,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_1723.jpg
13519,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_0c03.jpg
13520,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_a332.jpg
13521,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_5767.jpg
13522,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_4a2b.jpg
13523,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_0e3f.jpg
13524,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_a98f.jpg
13525,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_fbc1.jpg
13526,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_00e4.jpg
13527,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/critical-mass_100x100_48bd.jpg
13528,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_613d.jpg
13529,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_09aa.jpg
13530,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_05a7.jpg
13531,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_9452.jpg
13532,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/kosher-kush_100x100_85ad.jpg
13533,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_3aa7.jpg
13534,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_173f.jpg
13535,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_467e.jpg
13536,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_50ae.jpg
13537,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_6998.jpg
13538,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_649b.jpg
13539,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_efb1.jpg
13540,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_46d1.jpg
13541,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_9848.jpg
13542,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_f286.jpg
13543,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/berry-white_100x100_6e7f.jpg
13544,indica,orange-kush,https://leafly-s3.s3.amazonaws.com/leafly/reviews/mr--nice_100x100_bbbf.jpg
